symbol,name,exchange,sector,industry,marketCap,country
002052.SZ,SHENZHEN COSHIP ELECTRONICS CO ,SHZ,,,8690678784.0,US
NEMTF,NEMETSCHEK SE,PNK,,,8686819328.0,US
69B.F,Kokusai Electric Corp.        R,FRA,,,8690495488.0,US
IDR.MC,"INDRA SISTEMAS S.A., SERIE A",MCE,,,8679142400.0,US
2321.T,SOFTFRONT HOLDINGS,JPX,,,8679123968.0,US
688787.SS,BEIJING HAITIAN RUISHENG SCIENC,SHH,,,8673554432.0,US
002194.SZ,WUHAN FINGU ELECTRONIC TECHNOLO,SHZ,,,8664064000.0,US
1IDR.MI,Indra Sistemas,MIL,,,8661641216.0,US
1SWKS.MI,SKYWORKS SOLUTIONS,MIL,,,8652855296.0,US
688230.SS,SHANGHAI PRISEMI ELECTRONICS CO,SHH,,,8641248256.0,US
TVSELECT.BO,TVS ELECTRONICS LTD.,BSE,,,8615515136.0,US
3312.TW,G.M.I TECHNOLOGY INC,TAI,,,8610790400.0,US
1799.HK,XINTE ENERGY,HKG,,,8608600064.0,US
ROM.F,ROHM CO. LTD.                 R,FRA,,,8600861696.0,US
3483.TWO,FORCECON TECH. CO. LTD,TWO,,,8598919168.0,US
4430.T,TOKAI SOFT CO LTD,JPX,,,8591457280.0,US
6277.TW,ATEN INTERNATIONAL CO,TAI,,,8589965312.0,US
688381.SS,DIOO MICROCIRCUITS CO LTD JIANG,SHH,,,8585774592.0,US
AWM.F,Skyworks Solutions Inc.       R,FRA,,,8574644224.0,US
002212.SZ,TOPSEC TECHNOLOGIES GROUP INC,SHZ,,,8574629376.0,US
300571.SZ,HANGZHOU ANYSOFT INFORMATION TE,SHZ,,,8571222528.0,US
2349.TW,RITEK CORP,TAI,,,8566944256.0,US
554A.T,BATONZ CO LTD,JPX,,,8555877376.0,US
4811.T,DREAMARTS CORPORATION,JPX,,,8542132224.0,US
6435.TWO,SINOPOWER SEMICONDUCTOR INC,TWO,,,8541108224.0,US
5471.TW,SONIX TECHNOLOGY CO,TAI,,,8528151040.0,US
TVSELECT.NS,TVS ELECTRONICS LTD,NSI,,,8596064256.0,US
6811.TWO,AEB,TWO,,,8517769728.0,US
ACSO.L,ACCESSO TECHNOLOGY GROUP PLC OR,LSE,,,85168512.0,US
300075.SZ,BEIJING EGOVA CO LTD,SHZ,,,8515694592.0,US
8144.T,DENKYO GROUP HOLDINGS CO LTD,JPX,,,8509223936.0,US
301366.SZ,SHENZHEN EDADOC TECHNOLOGY CO L,SHZ,,,8507169792.0,US
GDS,GDS Holdings Limited,NGM,,,8504025600.0,US
G1LO34.SA,GLOBANT SA  DRN,SAO,,,8489100288.0,US
INDES.IS,INDEKS BILGISAYAR,IST,,,8475000320.0,US
9360.T,SUZUYO SHINWART CORP,JPX,,,8466547200.0,US
300678.SZ,CHENGDU INFORMATION TECHNOLOGY ,SHZ,,,8464792576.0,US
SKY-R.BK,SKY_SKY ICT,SET,,,8463902720.0,US
SKY.BK,SKY_SKY ICT,SET,,,8463902720.0,US
002819.SZ,BEIJING ORIENTAL JICHENG CO LTD,SHZ,,,8454996992.0,US
5137.T,SMARTDRIVE INC,JPX,,,8436773888.0,US
MEA.F,Minebea Mitsumi Inc.          R,FRA,,,8433505792.0,US
ROM0.F,Rohm Co. Ltd.                 R,FRA,,,8415564288.0,US
9558.T,JAPANIACE CO LTD,JPX,,,8411817984.0,US
6338.T,TAKATORI CORP,JPX,,,8403270656.0,US
300493.SZ,SHANGHAI FORTUNE TECHGROUP CO L,SHZ,,,8395094528.0,US
300416.SZ,SUZHOU SUSHI TESTING GROUP CO L,SHZ,,,8391038976.0,US
1JKHY.MI,Jack Henry & Ass,MIL,,,8383992320.0,US
301628.SZ,SHENZHEN Q AND D CIRCUITS CO LT,SHZ,,,8381788672.0,US
5136.T,TRIPLA CO LTD,JPX,,,8375952384.0,US
0XE.F,Xero Ltd.                     R,FRA,,,8364605952.0,US
6858.T,ONO SOKKI CO,JPX,,,8360948736.0,US
4916.TW,PARPRO CORPORATION,TAI,,,8353502720.0,US
VS1.F,VIASAT INC.                   R,FRA,,,8350915072.0,US
688408.SS,ARCTECH SOLAR HOLDING CO LTD,SHH,,,8348601344.0,US
SNPTF,SUNNY OPTICAL TECHNOLOGY GROUP,PNK,,,8324855296.0,US
4953.TWO,WITS CORP,TWO,,,8345141760.0,US
300598.SZ,ARCHERMIND TECHNOLOGY CO LTD,SHZ,,,8321249792.0,US
CIFR,Cipher Digital Inc.,NMS,,,8315970048.0,US
SDI.L,SDI GROUP PLC ORD 1P,LSE,,,83135640.0,US
FMF.F,FormFactor Inc.               R,FRA,,,8309978112.0,US
300852.SZ,SIHUI FUJI ELECTRONICS TECHNOLO,SHZ,,,8298944512.0,US
6763.TWO,Green World,TWO,,,8281761280.0,US
7213.T,LECIP HLDG CORP,JPX,,,8277012480.0,US
5588.T,FAST ACCOUNTING CO LTD,JPX,,,8276429312.0,US
MXL,"MaxLinear, Inc",NMS,,,8268673536.0,US
NEMKY,NEMETSCHEK SE,PNK,,,8251728896.0,US
2332.TW,D-LINK CORP,TAI,,,8235955712.0,US
300046.SZ,TECH SEMICONDUCTORS CO LTD,SHZ,,,8231291904.0,US
PEXIP.OL,PEXIP HOLDING,OSL,,,8225319424.0,US
8227.TWO,PGC,TWO,,,8224944128.0,US
1IT.MI,Gartner Inc,MIL,,,8221691904.0,US
3555.TWO,IROC CO LTD,TWO,,,8199753216.0,US
300079.SZ,SUMAVISION TECHNOLOGIES CO LTD,SHZ,,,8199661056.0,US
6143.TWO,NETRONIX INC,TWO,,,8184200704.0,US
300168.SZ,WONDERS INFORMATION CO LTD,SHZ,,,8168364544.0,US
8040.TWO,IC PLUS CORP.,TWO,,,8146982912.0,US
CRUS,"Cirrus Logic, Inc.",NMS,,,8146390528.0,US
6732.TWO,SENSORTEK TECHNOLOGY CORP,TWO,,,8143847936.0,US
002093.SZ,GUOMAI TECHNOLOGIES INC.,SHZ,,,8140600320.0,US
BS81.F,Bentley Systems Inc.          R,FRA,,,8138713088.0,US
6522.T,ASTERISK INC,JPX,,,8135184384.0,US
QRVO,"Qorvo, Inc.",NMS,,,8119261184.0,US
2365.TW,KYE SYSTEM CORP,TAI,,,8119019520.0,US
300249.SZ,YIMIKANG TECH GROUP CO LTD,SHZ,,,8118194176.0,US
300300.SZ,STRAIT INNOVATION INTERNET CO L,SHZ,,,8108859904.0,US
JHY.F,Jack Henry & Associates Inc.  R,FRA,,,8106894336.0,US
AXTI,AXT Inc,NMS,,,8098081792.0,US
478A.T,HUTZPER INC,JPX,,,8096189952.0,US
2399.TW,BIOSTAR MICROTEC INTL,TAI,,,8094645248.0,US
2391.T,PLANET INC,JPX,,,8089539584.0,US
BYDIF,Byd Electronic International Co,PNK,,,8085989888.0,US
BYDIY,Byd Electronic International Co,PNK,,,8084642816.0,US
2466.TW,COSMO ELECTRONICS,TAI,,,8074502656.0,US
6411.TWO,AMAZING MICROELECTRONIC CORP,TWO,,,8073293312.0,US
688720.SS,JIANGSU AISEN SEMICONDUCTOR MAT,SHH,,,8065962496.0,US
3622.TW,YOUNG FAST OPTOELECTRONICS CO. ,TAI,,,8065787392.0,US
SIS-R.BK,SIS_SIS DISTRIBUTION (THAILAND),SET,,,8054568960.0,US
SIS.BK,SIS_SIS DISTRIBUTION (THAILAND),SET,,,8054568960.0,US
GGRA.F,GARTNER INC.                  R,FRA,,,8054312448.0,US
6862.TW,TRIO TECH INTL GP CO LTD,TAI,,,8049999872.0,US
4442.T,VALTES HOLDINGS CO LTD,JPX,,,8040543232.0,US
7087.T,WILLTEC CO LTD,JPX,,,8030752256.0,US
KELLTONTEC.BO,KELLTON TECH SOLUTIONS LTD.,BSE,,,8013582336.0,US
FROG,JFrog Ltd.,NMS,,,8013281792.0,US
6863.TW,ARIZON RFID TECH (CAYMAN) CO LT,TAI,,,8013016064.0,US
UNIFIED.BO,UNIFIED DATA TECH SOLUTIONS LI,BSE,,,8012936704.0,US
KELLTONTEC.NS,KELLTON TECH SOL LTD,NSI,,,8008268288.0,US
DSG.TO,DESCARTES SYS,TOR,,,8004961792.0,US
002579.SZ,HUIZHOU CHINA EAGLE ELEC TECH C,SHZ,,,8000799232.0,US
4667.T,AISAN TECHNOLOGY,JPX,,,7988886528.0,US
ALGM,"Allegro MicroSystems, Inc.",NMS,,,7986035712.0,US
0354.HK,CHINASOFT INT'L,HKG,,,7983514112.0,US
603989.SS,HUNAN AIHUA GROUP CO LTD,SHH,,,7975597568.0,US
096.DE,HubSpot Inc.                  R,GER,,,7960155136.0,US
5244.T,JIG JP CO LTD,JPX,,,7953182720.0,US
338A.T,ZENMUTECH INC,JPX,,,7951346176.0,US
DS3.F,DocuSign Inc.                 R,FRA,,,7946518016.0,US
688282.SS,BEIJING NAVIGATION CONTROL TECH,SHH,,,7920000000.0,US
LGLG.F,LG Electronics Inc. (new)     R,FRA,,,7902365696.0,US
002218.SZ,SHENZHEN TOPRAYSOLAR CO. LTD.,SHZ,,,7900563968.0,US
6112.TW,METAAGE CORPORATION,TAI,,,7892158464.0,US
2303.T,DAWN CORP,JPX,,,7874666496.0,US
OSUKF,Otsuka Corp.,PNK,,,7874112512.0,US
BETCO.ST,Better Collective A/S,STO,,,7873356800.0,US
CRNC.MX,CERENCE INC,MEX,,,7873131008.0,US
300047.SZ,SHENZHEN TIANYUAN DIC INFORMATI,SHZ,,,7857013760.0,US
CAMT,Camtek Ltd.,NGM,,,7845863936.0,US
SYNEX-R.BK,SYNEX_SYNNEX (THAILAND),SET,,,7838091264.0,US
SYNEX.BK,SYNEX_SYNNEX (THAILAND),SET,,,7838091264.0,US
301323.SZ,GUANGZHOU NEWLIFE NEW MATERIAL ,SHZ,,,7831512576.0,US
TOI.V,TOPICUS COM INC,VAN,,,7828020224.0,US
EDATA.IS,E-DATA TEKNOLOJI,IST,,,7822206464.0,US
001314.SZ,EMDOOR INFORMATION CO LTD,SHZ,,,7820622336.0,US
AY7A.F,ASMPT Ltd.                    R,FRA,,,7813193216.0,US
2414.TW,UNITECH COMPUTER CO LTD,TAI,,,7811848704.0,US
096.F,HubSpot Inc.                  R,FRA,,,7806582784.0,US
6228.T,JET CO LTD,JPX,,,7797052928.0,US
301002.SZ,SHENZHEN SOSEN ELECTRONICS CO L,SHZ,,,7787195392.0,US
7556.TWO,YEEDEX ELECTRONIC CORP,TWO,,,7786200064.0,US
4769.T,IC CO LTD,JPX,,,7784091136.0,US
300925.SZ,SHENZHEN FARBEN INFORMATION TEC,SHZ,,,7776780288.0,US
MANH,"Manhattan Associates, Inc.",NMS,,,7769495552.0,US
8147.TWO,NEXTRONICS ENGINEERING CORP,TWO,,,7763931136.0,US
DDD.MX,3D SYSTEMS CORPORATION,MEX,,,7748518400.0,US
SXC0.MU,Sunny Optical Tech.Grp Co.Ltd.R,MUN,,,7734058496.0,US
17W.F,WiseTech Global Ltd.          R,FRA,,,7728826368.0,US
6772.T,TOKYO COSMOS ELECTRIC CO,JPX,,,7714626048.0,US
SUMCF,Sumco Corp.,PNK,,,7711176192.0,US
688662.SS,GUANGDONG FUXIN TECHNOLOGY CO L,SHH,,,7708646400.0,US
300572.SZ,SHENZHEN ANCHE TECHNOLOGIES CO ,SHZ,,,7707763712.0,US
3695.T,GMO PRODUCT PLATFORM INC,JPX,,,7701063680.0,US
CORZ,"Core Scientific, Inc.",NMS,,,7696002560.0,US
603016.SS,WUXI NEW HONGTAI ELECTRICAL TEC,SHH,,,7689504256.0,US
6996.TWO,forcelead,TWO,,,7686976000.0,US
000016.SZ,KONKA GROUP CO LTD,SHZ,,,7681346048.0,US
892.F,Full Truck Alliance Co. Ltd.  R,FRA,,,7677828096.0,US
OCLCF,Oracle Corp.,PNK,,,7676376576.0,US
INNOVANA.NS,INNOVANA THINKLABS LTD,NSI,,,7660727808.0,US
5340.KL,UMSINT,KLS,,,7659151360.0,US
SAIL,"SailPoint, Inc.",NMS,,,7657504768.0,US
3A9.F,Cipher Digital Inc.           R,FRA,,,7653309952.0,US
4973.TWO,SILICON POWER COMPUTER & COMMUN,TWO,,,7639262720.0,US
LPSN.TA,LIVEPERSON INC,TLV,,,76246280.0,US
300831.SZ,XIAN PERI POWER SEMICONDUCTOR C,SHZ,,,7609600000.0,US
6953.TWO,GDE,TWO,,,7608700928.0,US
6117.TW,IN-WIN DEVELOPMENT INC,TAI,,,7597977600.0,US
002106.SZ,SHENZHEN LAIBAO HI-TECH CO. LTD,SHZ,,,7594582528.0,US
339A.T,PROGRESS TECHNOLOGIES GROUP INC,JPX,,,7587577856.0,US
2162.T,NMS HOLDINGS CORPORATION,JPX,,,7584292352.0,US
OMRNF,OMRON CORP,PNK,,,7580062720.0,US
2450.TW,SENAO INTERNATIONAL CO LTD,TAI,,,7579725312.0,US
301120.SZ,NEWONDER SPECIAL ELECTRIC CO LT,SHZ,,,7577397248.0,US
SXC.F,Sunny Optical Tech.Grp Co.Ltd.R,FRA,,,7576155136.0,US
E7V0.SG,Rexel S.A. (ADRs),STU,,,11267570688.0,US
5285.TW,JIH LIN TECHNOLOGY CO LTD,TAI,,,7571441664.0,US
INNOVANA.BO,Innovana Thinklabs Limited,BSE,,,7570857472.0,US
603660.SS,SUZHOU KEDA TECHNOLOGY CO LTD,SHH,,,7565829120.0,US
OTEX.TO,OPEN TEXT CORPORATION,TOR,,,7554079232.0,US
2488.T,JTP CO LTD,JPX,,,7554043392.0,US
6120.TW,DARWIN PRECISIONS CORPORATION,TAI,,,7547400192.0,US
TOKCF,TOKYO OHKA KOGYO CO,PNK,,,7539344384.0,US
QBTS,D-Wave Quantum Inc.,NYQ,,,7538178048.0,US
688173.SS,HALO MICROELECTRONICS CO LTD,SHH,,,7538013184.0,US
17W0.F,WiseTech Global Ltd.          R,FRA,,,7528841216.0,US
3147.TWO,JETWELL COMPUTER CO,TWO,,,7514135040.0,US
ESE,ESCO Technologies Inc.,NYQ,,,7509711872.0,US
688348.SS,YUNENG TECHNOLOGY CO LTD,SHH,,,7506005504.0,US
G401.F,GDS Holdings Ltd              R,FRA,,,7502137856.0,US
5392.TWO,ABICO AVY CO LTD,TWO,,,7495302144.0,US
688109.SS,PINMING TECHNOLOGY CO LTD,SHH,,,7478981120.0,US
600203.SS,FUJIAN FURI ELECTRONICS CO LTD,SHH,,,7465720320.0,US
300256.SZ,JIANGXI FIRSTAR PANEL TECHNOLOG,SHZ,,,7463014400.0,US
SPSY.L,SPECTRA SYSTEMS CORPORATION COM,LSE,,,74485008.0,US
NXDCF,NEXTDC LTD,PNK,,,7439201792.0,US
3679.TW,NISHOKU TECHNOLOGY,TAI,,,7436622848.0,US
6907.T,GEOMATEC CO LTD,JPX,,,7435666944.0,US
6877.TWO,HYE,TWO,,,7420786176.0,US
6658.T,SHIRAI ELECTRONICS INDUSTRIAL,JPX,,,7413891584.0,US
002123.SZ,MONTNETS CLOUD TECHNOLOGY GROUP,SHZ,,,7401833472.0,US
3479.TWO,AVALUE TECHNOLOGY INC,TWO,,,7400524288.0,US
4015.T,PAYCLOUD HOLDINGS INC,JPX,,,7399162880.0,US
300360.SZ,HANGZHOU SUNRISE TECHNOLOGY CO ,SHZ,,,7394011136.0,US
2387.TW,SUNREX TECHNOLOGY,TAI,,,7392502272.0,US
002134.SZ,TIANJIN PRINTRONICS CIRCUIT COR,SHZ,,,7392096768.0,US
S9M.F,Silicon Motion Technology CorpR,FRA,,,7391908352.0,US
301228.SZ,SEP ANALYTICAL (SHANGHAI) CO LT,SHZ,,,7378800128.0,US
3138.TW,AUDEN TECHNO CORP,TAI,,,7376473600.0,US
G40.F,GDS Holdings Ltd              R,FRA,,,7373896192.0,US
D1XC34.SA,DXC TECHNOLODRN,SAO,,,7372941312.0,US
3738.HK,VOBILE GROUP,HKG,,,7371589632.0,US
5216.T,KURAMOTO SEISAKUSHO CO,JPX,,,7367735808.0,US
300525.SZ,FUJIAN BOSS SOFTWARE DEVELOPMEN,SHZ,,,7364583424.0,US
DITTO-R.BK,DITTO_DITTO (THAILAND),SET,,,7355484672.0,US
DITTO.BK,DITTO_DITTO (THAILAND),SET,,,7355484672.0,US
301391.SZ,COLORLIGHT CLOUD TECH LTD,SHZ,,,7347495424.0,US
2436.HK,LX TECHNOLOGY,HKG,,,7346168320.0,US
0166.KL,INARI,KLS,,,7343889408.0,US
002057.SZ,SINOSTEEL NEW MATERIALS CO LTD,SHZ,,,7342827008.0,US
1618.TW,HOLD-KEY ELECTRIC WIRE & CABLE ,TAI,,,7341564928.0,US
301339.SZ,JIANGSU TONGXINGBAO INTELLIGENT,SHZ,,,7341216256.0,US
1447.T,SAAF HOLDINGS CO LTD,JPX,,,7337758720.0,US
3093.TWO,TAIWAN KONG KING CO LTD,TWO,,,7330378240.0,US
CDA.AX,CODAN FPO [CDA],ASX,,,7329575424.0,US
688562.SS,BEIJING SHENZHOU AEROSPACE SOFT,SHH,,,7319999488.0,US
300403.SZ,HANYU GROUP JOINT-STOCK CO LTD,SHZ,,,7284239872.0,US
301153.SZ,BEIJING CTJ INFORMATION TECHNOL,SHZ,,,7269783040.0,US
600152.SS,VEKEN TECHNOLOGY CO LTD,SHH,,,7264259584.0,US
2465.TW,LEADTEK RESEARCH,TAI,,,7262028800.0,US
6682.TWO,HHAT,TWO,,,7252320768.0,US
8121.TWO,ACME ELECTRONICS CORPORATION,TWO,,,7241787392.0,US
CWAN,"Clearwater Analytics Holdings, ",NYQ,,,7268189696.0,US
5246.TWO,PL,TWO,,,7239944704.0,US
0FJ.F,Foxconn Interconnect Tech.Ltd.R,FRA,,,7238869504.0,US
AIT-R.BK,AIT_ADVANCED INFORMATION,SET,,,7221153280.0,US
AIT.BK,AIT_ADVANCED INFORMATION,SET,,,7221153280.0,US
688512.SS,SMARTER MICROELECTRONICS (GUANG,SHH,,,7217401344.0,US
688079.SS,HANGZHOU MDK OPTO ELECTRONIC CO,SHH,,,7214197760.0,US
6822.T,OI ELECTRIC CO LTD,JPX,,,7211151872.0,US
JMX.F,MaxLinear Inc.                R,FRA,,,7206659072.0,US
2323.T,FONFUN CORPORATION,JPX,,,7203860480.0,US
688290.SS,HANGZHOU JINGYE INTELLIGENT TEC,SHH,,,7182915072.0,US
XCHANGING.NS,XCHANGING SOLUTIONS LTD,NSI,,,7173284864.0,US
FUD.F,Shanghai Fudan Micro.Group Co.R,FRA,,,7163542016.0,US
002232.SZ,QIMING INFORMATION TECHNOLOGY C,SHZ,,,7161854464.0,US
1CIFR.MI,CIPHER DIGITAL INC,MIL,,,7157542400.0,US
5871.T,SOLIZE HOLDINGS CORPORATION,JPX,,,7153828352.0,US
3558.TWO,SENAO NETWORKS INC,TWO,,,7146366464.0,US
688636.SS,CHENGDU ZHIMINGDA ELECTRONICS C,SHH,,,7145814016.0,US
SLAB,"Silicon Laboratories, Inc.",NMS,,,7143533056.0,US
OMRNY,OMRON Corp.,PNK,,,7141594624.0,US
REEDR.IS,REEDER TEKNOLOJI,IST,,,7134500352.0,US
7707.TWO,CMSC,TWO,,,7129200128.0,US
301180.SZ,SUZHOU WANXIANG TECHNOLOGY CO L,SHZ,,,7128177664.0,US
XCHANGING.BO,XCHANGING SOLUTIONS LTD.,BSE,,,7127609344.0,US
ADSL.BO,ALLIED DIGITAL SERVICES LTD.,BSE,,,7121977856.0,US
2186.T,SOBAL CORPORATION,JPX,,,7119847424.0,US
688232.SS,GUOTAI EPOINT SOFTWARE CO LTD,SHH,,,7119022080.0,US
300036.SZ,BEIJING SUPERMAP SOFTWARE CO LT,SHZ,,,7115549696.0,US
688539.SS,NANJING GOVA TECHNOLOGY CO LTD,SHH,,,7113298944.0,US
ADSL.NS,ALLIED DIGITAL SERV. LTD,NSI,,,7110098432.0,US
301012.SZ,JIANGSU YANGDIAN SCIENCE & TECH,SHZ,,,7106322944.0,US
688095.SS,FUJIAN FUXIN SOFTWARE DEVELOPME,SHH,,,7101376000.0,US
4054.T,JAPAN PROPTECH CO LTD,JPX,,,7082531840.0,US
301556.SZ,ZHEJIANG TOP CLOUD-AGRI TECH CO,SHZ,,,7081651200.0,US
SHMZF,Shimadzu Corp.,PNK,,,7076146176.0,US
7619.T,TANAKA CO LTD,JPX,,,7056855552.0,US
6658.TW,SYNPOWER CO LTD,TAI,,,7055779840.0,US
ST,Sensata Technologies Holding pl,NYQ,,,7053454336.0,US
0NP9.IL,AIXTRON SE AIXTRON ORD SHS,IOB,,,7051936768.0,US
079950.KQ,INVENIA,KOE,,,7044326400.0,US
CRU.F,CIRRUS LOGIC INC.             R,FRA,,,7028818432.0,US
VAKRANGEE.BO,VAKRANGEE LIMITED,BSE,,,7019082752.0,US
1CRUS.MI,CIRRUS LOGIC INC,MIL,,,7013515776.0,US
VAKRANGEE.NS,VAKRANGEE LIMITED,NSI,,,6997419008.0,US
PCOR,"Procore Technologies, Inc.",NYQ,,,6990743552.0,US
301141.SZ,ZHEJIANG ZHONGKE MAGNETIC INDY ,SHZ,,,6985516544.0,US
8076.TWO,FIRICH ENTERPRISES CO,TWO,,,6983904768.0,US
6741.TWO,91APP INC,TWO,,,6973537280.0,US
3169.TWO,ASIX ELECTRONICS CORPORATION LT,TWO,,,6973321216.0,US
ENPH,"Enphase Energy, Inc.",NGM,,,6970807808.0,US
5817.T,JMACS JAPAN CO LTD,JPX,,,6953488896.0,US
6933.TW,AMAX HOLDING CO LTD,TAI,,,6951107072.0,US
2459.TW,AUDIX CORP,TAI,,,6948217344.0,US
002657.SZ,SINODATA CO LTD,SHZ,,,6947262464.0,US
688699.SS,SHENZHEN SUNMOON MICROELECTRONI,SHH,,,6936273408.0,US
8105.TW,GIANTPLUS TECHNOLOGY CO,TAI,,,6932254720.0,US
603803.SS,RAISECOM TECHNOLOGY CO LTD,SHH,,,6929850368.0,US
300579.SZ,BEIJING CERTIFICATE AUTHORITY C,SHZ,,,6928200192.0,US
000670.SZ,INFOTMIC CO LTD,SHZ,,,6926746624.0,US
NEM.DE,Nemetschek SE                 I,GER,,,6918757376.0,US
6756.TW,VIA LABS INC,TAI,,,6915012096.0,US
PLXS,Plexus Corp.,NMS,,,6914661376.0,US
688711.SS,MACMIC SCIENCE & TECHNOLOGY CO ,SHH,,,6908469248.0,US
3577.TWO,ICP DAS CO. LTD.,TWO,,,6908290560.0,US
4075.T,BRAINS TECHNOLOGY INC,JPX,,,6902880256.0,US
300590.SZ,QUECLINK WIRELESS SOLUTIONS CO ,SHZ,,,6896569344.0,US
AVT,"Avnet, Inc.",NMS,,,6894943744.0,US
688228.SS,UCAP CLOUD INFORMATION TECHNOLO,SHH,,,6890177536.0,US
6V5.F,ALLEGRO Microsystems INC.     R,FRA,,,6889114624.0,US
HRIBF,Horiba Ltd.,PNK,,,7221104128.0,US
1QRVO.MI,Qorvo Inc,MIL,,,6883549184.0,US
0FDT.IL,NEMETSCHEK SE NEMETSCHEK ORD SH,IOB,,,6880912384.0,US
4012.T,AXIS CO LTD,JPX,,,6880179712.0,US
603366.SS,SOLAREAST HOLDINGS CO LTD,SHH,,,6878387200.0,US
NEM.VI,NEMETSCHEK SE,VIE,,,6872593408.0,US
SUOPY,Sumco Corp.,PNK,,,6871864320.0,US
6687.HK,JST GROUP,HKG,,,6869879296.0,US
AIXXF,Aixtron SE,PNK,,,6865274880.0,US
JFG.SG,JFrog Ltd.,STU,,,6855376384.0,US
1NEMX.MI,NEMETSCHEK,MIL,,,6855282176.0,US
NEM.F,Nemetschek SE                 I,FRA,,,6855282176.0,US
4450.T,POWER SOLUTIONS LTD,JPX,,,6855002112.0,US
300125.SZ,LINGDA GROUP CO LTD,SHZ,,,6851596288.0,US
JFG.F,JFrog Ltd.                    R,FRA,,,6838419968.0,US
3268.HK,MEIG,HKG,,,6837454336.0,US
688007.SS,APPOTRONICS CORPORATION LTD,SHH,,,6834484736.0,US
8111.TWO,LIGITEK ELECTRONICS CO,TWO,,,6807965184.0,US
002421.SZ,SHENZHEN DAS INTELLITECH CO LTD,SHZ,,,6807067136.0,US
2397.TW,DFI,TAI,,,6800638464.0,US
BLUME.IS,BLUME METAL KIMYA,IST,,,6779769856.0,US
6840.T,AKIBA HOLDINGS CO LTD,JPX,,,6778220032.0,US
3317.TWO,NIKO SEMICONDUCTOR CO,TWO,,,6777000448.0,US
CLX.L,CALNEX SOLUTIONS PLC ORD GBP0.0,LSE,,,67753560.0,US
SPELS.BO,SPEL SEMICONDUCTOR LTD.,BSE,,,6772346880.0,US
AIIXY,Aixtron SE,PNK,,,6892779008.0,US
002777.SZ,SICHUAN JIUYUAN YINHAI SOFTWARE,SHZ,,,6764388352.0,US
688653.SS,GRAND KANGXI COMMUN TECHS (SHAN,SHH,,,6761966592.0,US
2QO.F,Qorvo Inc.                    R,FRA,,,6755049472.0,US
300227.SZ,SHENZHEN SUNSHINE LASER AND ELE,SHZ,,,6752355840.0,US
CHYM,"Chime Financial, Inc.",NMS,,,6740228608.0,US
300232.SZ,UNILUMIN GROUP CO LTD,SHZ,,,6731297792.0,US
IDCC,"InterDigital, Inc.",NMS,,,6729269760.0,US
0138.KL,ZETRIX,KLS,,,6702508032.0,US
8103.TW,CVILUX CORPORATION,TAI,,,6692030464.0,US
3213.TWO,CRETE SYSTEMS INC,TWO,,,6690089984.0,US
4BY.F,BYD Electronic (Intl) Co. Ltd.R,FRA,,,6688910848.0,US
5403.TWO,DIMERCO DATA SYSTEM CORP.,TWO,,,6684058112.0,US
301169.SZ,BEIJING DATAWAY HORIZON CO LTD,SHZ,,,6675276288.0,US
KSOLVES.NS,KSOLVES INDIA LIMITED,NSI,,,6674920448.0,US
603383.SS,FUJIAN APEX SOFTWARE CO LTD,SHH,,,6674819072.0,US
6899.T,ASTI CORPORATION,JPX,,,6673393152.0,US
RQ0.F,D-Wave Quantum Inc.           R,FRA,,,6667675648.0,US
CMZ.F,Camtek Ltd.                   R,FRA,,,6659779584.0,US
688168.SS,BEIJING ABT NETWORKS CO LTD,SHH,,,6657978880.0,US
003040.SZ,CHUTIAN DRAGON CO LTD,SHZ,,,6654192128.0,US
KSOLVES.BO,Ksolves India Limited,BSE,,,6651200000.0,US
479A.T,PRONI INC,JPX,,,6650213376.0,US
RAL,Ralliant Corporation,NYQ,,,6643232256.0,US
THNOF,TECHNOLOGY ONE,PNK,,,6696446464.0,US
TECT.TA,TECTONA LTD,TLV,,,66215996.0,US
002866.SZ,JIANGSU TRANSIMAGE TECHNOLOGY C,SHZ,,,6621373952.0,US
7ZD.F,Core Scientific Inc. New      R,FRA,,,6608835072.0,US
301085.SZ,BEIJING ASIACOM INFORMATION TEC,SHZ,,,6607099392.0,US
7ZD.SG,Core Scientific Inc.,STU,,,6604066816.0,US
4379.T,PHOTOSYNTH INC,JPX,,,6594972160.0,US
301491.SZ,HANSONG (NANJING) TECH LTD,SHZ,,,6584160256.0,US
1QBTS.MI,D-WAVE QUANTUM INC,MIL,,,6576921088.0,US
002383.SZ,BEIJING UNISTRONG SCIENCE&TECH ,SHZ,,,6574399488.0,US
300287.SZ,BEIJING PHILISENSE TECH CO LTD,SHZ,,,6573554176.0,US
AACAY,AAC Technologies Holdings Inc,PNK,,,6563819008.0,US
002279.SZ,BEIJING JOIN-CHEER SOFTWARE CO ,SHZ,,,6552772096.0,US
6416.TW,CASWELL INC,TAI,,,6549976576.0,US
5457.TWO,SPEED TECH,TWO,,,6541964288.0,US
8045.TW,TWOWAY COMMUNICATIONS INC,TAI,,,6529372672.0,US
4752.T,SHOWA SYSTEM ENGINEERING,JPX,,,6528749056.0,US
301348.SZ,FOSHAN BLUE ROCKET ELECTRONICS ,SHZ,,,6520800256.0,US
5474.TWO,YUAN HIGH-TECH DEVELOPMENT CO,TWO,,,6520138752.0,US
300465.SZ,GLOBAL INFOTECH CO LTD,SHZ,,,6518677504.0,US
